-5.2930288,-9.1645437,3.2862524
-5.4418692,-9.2996907,3.1919888
-5.5738563,-9.4430752,3.0977252
-5.6923227,-9.5975381,3.0034616
-5.8006009,-9.7659205,2.9091980
-5.8972822,-9.9418402,2.7978532
-5.9786264,-10.1131247,2.6508790
-6.0510134,-10.2958037,2.5039047
-6.1102114,-10.4882026,2.3569305
-6.1519885,-10.6886471,2.2099563
-6.1721128,-10.8954625,2.0629821
-6.1682956,-11.0910444,2.1373339
-6.1440263,-11.2858056,2.2519173
-6.1014438,-11.4805926,2.3665006
-6.0425860,-11.6734191,2.4810840
-5.9694908,-11.8622988,2.5956673
-5.8841960,-12.0452454,2.7102507
-5.7850501,-12.2266537,2.8021184
-5.6759360,-12.4002977,2.8896713
-5.5590937,-12.5648978,2.9772243
-5.4361391,-12.7204092,3.0647773
-5.3086881,-12.8667871,3.1523303
-5.1771581,-13.0051968,3.2380392
-5.0302369,-13.1468584,3.3032678
-4.8800578,-13.2781112,3.3684964
-4.7252038,-13.3998437,3.4337250
-4.5642582,-13.5129442,3.4989536
-4.3958040,-13.6183012,3.5641822
-4.2313131,-13.7100216,3.6312415
-4.0602627,-13.7953239,3.6985089
-3.8810133,-13.8751793,3.7657762
-3.6933052,-13.9497458,3.8330436
-3.4968785,-14.0191817,3.9003109
-3.2996573,-14.0812219,3.9665625
-3.1168508,-14.1327154,4.0301103
-2.9282256,-14.1804452,4.0936581
-2.7345019,-14.2242588,4.1572059
-2.5364003,-14.2640037,4.2207537
-2.3346414,-14.2995271,4.2843015
-2.1299457,-14.3306766,4.3478493
-1.9300281,-14.3564962,4.4048438
-1.7314852,-14.3778973,4.4591784
-1.5320373,-14.3954469,4.5135130
-1.3322207,-14.4093180,4.5678477
-1.1325714,-14.4196837,4.6221823
-0.9336257,-14.4267172,4.6765169
-0.7359198,-14.4305916,4.7308516
-0.5331112,-14.4314883,4.7738388
-0.3307371,-14.4296107,4.8143895
-0.1301300,-14.4254500,4.8549402
0.0688560,-14.4195157,4.8954909
0.2663667,-14.4123170,4.9360416
0.4625480,-14.4043632,4.9765923
0.6590920,-14.3960973,5.0087351
0.8601667,-14.3875916,5.0103037
1.0602463,-14.3787437,5.0118723
1.2594577,-14.3691363,5.0134409
1.4579277,-14.3583521,5.0150095
1.6557833,-14.3459735,5.0165781
1.8531512,-14.3315833,5.0181468
2.0601244,-14.3138586,4.9429810
2.2671324,-14.2930587,4.8535334
2.4705358,-14.2691935,4.7640859
2.6685873,-14.2421239,4.6746384
2.8595392,-14.2117111,4.5851908
3.0416441,-14.1778159,4.4957433
3.2436080,-14.1330812,4.3823392
3.4390541,-14.0812013,4.2643014
3.6257802,-14.0228110,4.1462636
3.8077912,-13.9572987,4.0282258
3.9890915,-13.8840530,3.9101880
4.1545364,-13.8107244,3.7934545
4.3206508,-13.7288851,3.6768678
4.4892809,-13.6346036,3.5602811
4.6602141,-13.5248215,3.4436944
4.8332380,-13.3964802,3.3271077
4.9935467,-13.2598730,3.2170876
5.1257861,-13.1327538,3.1198624
5.2558681,-12.9928861,3.0226371
5.3814411,-12.8408214,2.9254119
5.5001539,-12.6771117,2.8281866
5.6096550,-12.5023086,2.7309614
5.7075930,-12.3169638,2.6337361
5.7916166,-12.1216290,2.5365108
5.8542603,-11.9355390,2.4940697
5.9025611,-11.7436728,2.4528125
5.9359515,-11.5473237,2.4115553
5.9537184,-11.3481673,2.3702981
5.9551487,-11.1478797,2.3290409
5.9395292,-10.9481366,2.2877837
5.9061467,-10.7506140,2.2465265
5.8542881,-10.5569877,2.2052693
5.7759854,-10.3511849,2.1836785
5.6773970,-10.1527459,2.1645920
5.5639730,-9.9669905,2.1455055
5.4404109,-9.7968852,2.1264190
5.3114086,-9.6453962,2.1073326
5.1816636,-9.5154899,2.0882461
5.0558736,-9.4101326,2.0691596
4.8819949,-9.3026633,2.0685677
4.6915386,-9.2486561,2.0807925
4.5137086,-9.2628604,2.0930174
4.3332471,-9.3251453,2.1052422
4.1674768,-9.4011960,2.1323876
4.0039285,-9.4855212,2.1664145
3.8333208,-9.5849442,2.2004414
3.6596079,-9.7006811,2.2344683
3.4867442,-9.8339479,2.2684953
3.3347893,-9.9699265,2.3553107
3.1958075,-10.1103280,2.4694214
3.0608464,-10.2592272,2.5835320
2.9296474,-10.4133919,2.6976426
2.8019519,-10.5695896,2.8117533
2.6775012,-10.7245882,2.9258639
2.5460255,-10.8875804,2.9960940
2.4136470,-11.0477661,3.0517625
2.2822512,-11.2001567,3.1074310
2.1503419,-11.3439867,3.1630995
2.0164231,-11.4784910,3.2187681
1.8741653,-11.6070208,3.2483953
1.7196701,-11.7290291,3.2434056
1.5570156,-11.8380492,3.2384158
1.3840538,-11.9335932,3.2334261
1.1986368,-12.0151734,3.2284363
1.0161299,-12.0772360,3.2726664
0.8389735,-12.1234221,3.3652840
0.6515229,-12.1606449,3.4579016
0.4541591,-12.1897211,3.5505192
0.2472630,-12.2114670,3.6431368
0.0312157,-12.2266990,3.7357544
-0.1717996,-12.2355716,3.7369846
-0.3655803,-12.2405532,3.6748576
-0.5635010,-12.2435688,3.6127306
-0.7643541,-12.2457544,3.5506036
-0.9669316,-12.2482465,3.4884766
-1.1700259,-12.2521813,3.4263496
-1.3724293,-12.2586951,3.3642226
-1.5722247,-12.2688016,3.2337045
-1.7695162,-12.2820817,3.0450349
-1.9659268,-12.2968854,2.8563653
-2.1624549,-12.3114899,2.6676957
-2.3600989,-12.3241726,2.4790260
-2.5598573,-12.3332108,2.2903564
-2.7627285,-12.3368818,2.1016868
-2.9715766,-12.3333920,1.9872947
-3.1854524,-12.3206898,1.9675204
-3.3973287,-12.2969115,1.9477461
-3.6024340,-12.2601980,1.9279718
-3.7959969,-12.2086902,1.9081976
-3.9732460,-12.1405290,1.8884233
-4.1294099,-12.0538553,1.8686490
-4.2717401,-11.9346468,1.7933601
-4.3885164,-11.7771774,1.6594137
-4.4635571,-11.5986611,1.5254673
-4.4968340,-11.4060713,1.3915209
-4.4883185,-11.2063813,1.2575745
-4.4379823,-11.0065643,1.1236281
-4.3575716,-10.8330226,1.1414476
-4.2510530,-10.6748978,1.2080951
-4.1194946,-10.5288520,1.2747425
-3.9663767,-10.3981415,1.3413899
-3.7951801,-10.2860224,1.4080374
-3.6093853,-10.1957509,1.4746848
-3.4145445,-10.1311140,1.5453879
-3.2281860,-10.0949003,1.6472085
-3.0364070,-10.0789642,1.7490292
-2.8403254,-10.0806757,1.8508499
-2.6410588,-10.0974051,1.9526706
-2.4397252,-10.1265226,2.0544913
-2.2374421,-10.1653983,2.1563120
-2.0353275,-10.2114024,2.2581327
-1.8420570,-10.2599894,2.2840496
-1.6512448,-10.3107110,2.2936354
-1.4605351,-10.3626032,2.3032211
-1.2692445,-10.4142983,2.3128069
-1.0766898,-10.4644288,2.3223927
-0.8821876,-10.5116270,2.3319785
-0.6850544,-10.5545254,2.3415642
-0.4829776,-10.5920297,2.3391960
-0.2698979,-10.6232900,2.2792230
-0.0565219,-10.6448537,2.2192500
0.1537738,-10.6548068,2.1592769
0.3576128,-10.6512355,2.0993039
0.5516184,-10.6322255,2.0393309
0.7324140,-10.5958631,1.9793579
0.8966233,-10.5402343,1.9193848
1.0731134,-10.4423786,1.9045903
1.2213977,-10.3111587,1.8969106
1.3348049,-10.1540271,1.8892308
1.4125866,-9.9759411,1.8815510
1.4539942,-9.7818577,1.8738712
1.4585098,-9.5800875,1.8698741
1.4315311,-9.3909264,1.8857221
1.3773386,-9.2012935,1.9015701
1.2986960,-9.0155580,1.9174180
1.1983669,-8.8380888,1.9332660
1.0791150,-8.6732550,1.9491140
0.9437039,-8.5254256,1.9649620
0.7919549,-8.3963433,2.0289607
0.6272749,-8.2884380,2.1052091
0.4517800,-8.2005224,2.1814575
0.2669242,-8.1307616,2.2577059
0.0741613,-8.0773205,2.3339544
-0.1250548,-8.0383642,2.4102028
-0.3201391,-8.0129999,2.5041046
-0.5123159,-7.9982642,2.6107993
-0.7078130,-7.9921851,2.7174940
-0.9063637,-7.9938313,2.8241886
-1.1077012,-8.0022712,2.9308833
-1.3115589,-8.0165738,3.0375780
-1.5176701,-8.0358074,3.1442727
-1.7135010,-8.0576410,3.2412512
-1.9085900,-8.0824333,3.3364676
-2.1048789,-8.1102291,3.4316839
-2.3021048,-8.1408461,3.5269003
-2.5000049,-8.1741018,3.6221167
-2.6983163,-8.2098138,3.7173331
-2.8967759,-8.2477994,3.8125494
-3.0985813,-8.2886213,3.8289580
-3.3015689,-8.3322204,3.7953112
-3.5022090,-8.3784730,3.7616643
-3.6991872,-8.4276988,3.7280175
-3.8911890,-8.4802172,3.6943706
-4.0769001,-8.5363478,3.6607238
-4.2550062,-8.5964100,3.6270769
-4.4489525,-8.6707761,3.6129338
-4.6470538,-8.7585351,3.6129338
-4.8303565,-8.8523604,3.6129338
-4.9990163,-8.9516830,3.6129338
-5.1531886,-9.0559339,3.6129338
-5.2930288,-9.1645437,3.2862524
