-5.3928784,-9.2471100,3.2744255
-5.5389962,-9.3978617,3.1774298
-5.6660167,-9.5532064,3.0804341
-5.7763392,-9.7147863,2.9834384
-5.8723633,-9.8842440,2.8864428
-5.9564882,-10.0632219,2.7894471
-6.0265921,-10.2423536,2.6817855
-6.0852736,-10.4294287,2.5732939
-6.1298249,-10.6238511,2.4648023
-6.1572045,-10.8242454,2.3563107
-6.1643705,-11.0292362,2.2478190
-6.1497159,-11.2275496,2.2545867
-6.1157236,-11.4188671,2.3594827
-6.0639080,-11.6099887,2.4643787
-5.9960271,-11.7993872,2.5692747
-5.9138392,-11.9855359,2.6741707
-5.8191023,-12.1669076,2.7790667
-5.7145125,-12.3405202,2.8708537
-5.6010927,-12.5065086,2.9551466
-5.4791929,-12.6656621,3.0394395
-5.3496636,-12.8178801,3.1237324
-5.2133553,-12.9630617,3.2080253
-5.0711183,-13.1011065,3.2923182
-4.9225637,-13.2329313,3.3600261
-4.7682900,-13.3579566,3.4187759
-4.6086284,-13.4757205,3.4775257
-4.4432817,-13.5863380,3.5362755
-4.2719524,-13.6899244,3.5950253
-4.0943432,-13.7865950,3.6537751
-3.9193050,-13.8722456,3.7114301
-3.7417736,-13.9504106,3.7686896
-3.5587385,-14.0228058,3.8259490
-3.3703724,-14.0895078,3.8832084
-3.1768481,-14.1505932,3.9404678
-2.9783383,-14.2061386,3.9977272
-2.7820366,-14.2545992,4.0526855
-2.5922294,-14.2958140,4.1041927
-2.3989467,-14.3324479,4.1557000
-2.2025203,-14.3644661,4.2072073
-2.0032817,-14.3918340,4.2587146
-1.8015625,-14.4145167,4.3102218
-1.5976943,-14.4324795,4.3617291
-1.3964945,-14.4454550,4.4066568
-1.1988391,-14.4537946,4.4442999
-1.0000388,-14.4580335,4.4819429
-0.8003319,-14.4583381,4.5195860
-0.5999566,-14.4548745,4.5572291
-0.3991511,-14.4478089,4.5948721
-0.1981537,-14.4373077,4.6325152
0.0027817,-14.4235381,4.6670426
0.2033808,-14.4066331,4.6903120
0.4034792,-14.3866381,4.7135813
0.6028565,-14.3635915,4.7368507
0.8012925,-14.3375320,4.7601200
0.9985668,-14.3084980,4.7833894
1.1944592,-14.2765282,4.8066587
1.3887493,-14.2416610,4.8299281
1.5914923,-14.2018037,4.7766349
1.7921868,-14.1585885,4.7198440
1.9898552,-14.1120203,4.6630532
2.1839955,-14.0620151,4.6062623
2.3741058,-14.0084883,4.5494714
2.5596843,-13.9513559,4.4926806
2.7423923,-13.8897707,4.4340703
2.9426156,-13.8155277,4.3553551
3.1355043,-13.7372060,4.2766400
3.3209548,-13.6556126,4.1979248
3.4988636,-13.5715545,4.1192097
3.6691273,-13.4858384,4.0404945
3.8338410,-13.3980684,3.9588332
4.0122667,-13.2970100,3.8467692
4.1817082,-13.1925535,3.7347052
4.3435566,-13.0817187,3.6226412
4.4992033,-12.9615251,3.5105771
4.6500396,-12.8289923,3.3985131
4.7795558,-12.7001596,3.3333570
4.9043124,-12.5609703,3.2730114
5.0256747,-12.4092609,3.2126658
5.1431579,-12.2446054,3.1523202
5.2562769,-12.0665777,3.0919746
5.3645467,-11.8747517,3.0316290
5.4489417,-11.7070449,2.9178983
5.5254772,-11.5332890,2.7999397
5.5925691,-11.3510168,2.6819811
5.6471225,-11.1606051,2.5640224
5.6860430,-10.9624309,2.4460638
5.7062357,-10.7568710,2.3281052
5.7046060,-10.5443024,2.2101465
5.6791812,-10.3309055,2.1326964
5.6316476,-10.1203203,2.0958462
5.5640477,-9.9128086,2.0589961
5.4788878,-9.7142883,2.0221459
5.3786740,-9.5306772,1.9852958
5.2659126,-9.3678933,1.9484456
5.1431099,-9.2318545,1.9115955
